Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
Sonda41,https://www.crunchbase.com/organization/sonda41,"Media and Entertainment, Data and Analytics, Software, Sales and Marketing, Internet Services","Sunnyvale, California, United States","Sonda41, a SaaS-based social media analytics app, converts customer feedback into corrective actions for improved business performance.",,06/08/2012,Closed,,"Natural Language Processing, Machine Learning, Social Media Management, SaaS, Social Media, Analytics",,1-10,06/01/2012,,,2,Seed,http://www.sonda41.com,1
Radio Rebel,https://www.crunchbase.com/organization/radio-rebel,"Media and Entertainment, Music and Audio","Denver, Colorado, United States",Radio Rebel is an online media network showcasing thousands of independent artists from across the world through a radio broadcast and more.,,01/01/2013,Closed,,Music,,1-10,03/03/2014,,,,Seed,https://www.radiorebel.com/,1
Charitas,https://www.crunchbase.com/organization/charitas,"Information Technology, Internet Services, Messaging and Telecommunications, Mobile","Raleigh, North Carolina, United States",Charitas is a technology-focused company that offers mobile marketing solutions for non-profit organizations.,,06/01/2009,Closed,,"Messaging, SMS, Charity, Non Profit, Mobile",,,07/01/2009,"$3,000","$3,000",,Seed,http://notedfaith.org,1
"CytoDome,Inc.",https://www.crunchbase.com/organization/cytodome-inc,Data and Analytics,"Atlanta, Georgia, United States",CytoDome Inc. went out of business. CytoDome Inc. provides implantable devices for the enhancement of distribution and uptake of,,01/01/2003,Closed,,"Business Intelligence, Business Development, Service Industry",,,11/20/2007,,,1,Seed,,6
ChampionVillage,https://www.crunchbase.com/organization/championvillage,"Community and Lifestyle, Sports, Internet Services","Cedar Valley, Utah, United States",ChampionVillage is an online fitness community for kids that combines game-mechanics with “mom-friendly” security features.,,05/01/2011,Closed,,"Communities, Fitness, Online Portals",1,1-10,05/05/2011,,,1,Seed,http://championvillage.com,1
Thucy,https://www.crunchbase.com/organization/thucy,"Education, Internet Services","Rancho Santa Margarita, California, United States","Thucy gives users the chance to take, organize, share and collaborate notes and information across multiple platforms.",,03/01/2011,Closed,,"Education, Internet",1,1-10,09/18/2011,"$10,000","$10,000",,Seed,http://www.mythucy.com,1
Kambit,https://www.crunchbase.com/organization/kambit,Software,"Cedar Park, Texas, United States",Kambit is a web based product that combines Social Crowdfunding with Online Shopping.,,09/22/2011,Closed,,Software,2,1-10,08/15/2012,,,1,Seed,,2
mangofizz jobs,https://www.crunchbase.com/organization/mangofizz-jobs,"Science and Engineering, Data and Analytics, Software, Professional Services","Plano, Texas, United States",Mangofizz Jobs offers a job advertisement portal that provides services for recruiters and job seekers.,,01/01/2007,Closed,1,"Employment, Artificial Intelligence, Career Planning, Recruiting",,1-10,01/01/2007,"$300,000","$300,000",,Seed,,1
markedup,https://www.crunchbase.com/organization/markedup,"Apps, Data and Analytics, Software, Mobile","Santa Monica, California, United States",Analytics for Desktop and Enterprise Applications MarkedUp helps desktop and premium app developers get analytics and actionable insights,,08/01/2012,Closed,1,"Analytics, Enterprise Applications, Mobile Apps",,11-50,01/16/2013,,,1,Seed,http://markedup.com,1
Fanbouts,https://www.crunchbase.com/organization/fanbouts,"Media and Entertainment, Sports, Content and Publishing","Lexington, Kentucky, United States",Fanbouts is a fan-generated sports news website where fans can post content and vote to decide which posts make it to the front page.,,07/10/2012,Closed,,"Sports, Digital Media, News",1,1-10,06/01/2012,,,1,Seed,http://www.fanbouts.com,1
MightyQuiz,https://www.crunchbase.com/organization/mightyquiz,"Media and Entertainment, Software","San Francisco, California, United States","MightyQuiz, an online collection of user-generated quizzes, enables users to answer and rate quizzes via a distributable widget and the web.",,01/01/2008,Closed,4,"Content, Developer Tools",,1-10,01/01/2008,,,1,Seed,http://mightyquiz.com,1
Tailored Republic,https://www.crunchbase.com/organization/tailored-nation,"Commerce and Shopping, Design","Los Angeles, California, United States",We deliver premium quality tailored suits at off-the-rack prices.,,03/01/2012,Closed,,"E-Commerce, Fashion, Men's",1,1-10,06/29/2012,,,1,Seed,http://www.tailoredrepublic.com,1
Infoharmoni,https://www.crunchbase.com/organization/infoharmoni,Software,"San Francisco, California, United States",Inforharmoni is a data visualization company that visualizes real-time social web and aggregates content.,,01/01/2009,Closed,4,Software,1,1-10,03/02/2010,,,1,Seed,http://www.infoharmoni.com,1
Automatic Agency,https://www.crunchbase.com/organization/automatic-agency,"Commerce and Shopping, Software, Sales and Marketing, Advertising","Irvine, California, United States",Automatic is a digital advertising agency that helps clients build web organizations and websites.,,06/09/2008,Closed,1,"Web Development, Software, E-Commerce, Advertising",1,51-100,06/01/2011,,,1,Seed,http://www.automaticpartners.com,1
Parents R People,https://www.crunchbase.com/organization/parents-r-people,"Media and Entertainment, Community and Lifestyle, Internet Services","Melville, New York, United States",Parents R People is a social network enabling parents to receive answers and advice from professionals in the field.,,01/19/2008,Closed,,"Parenting, Social Media",2,1-10,01/17/2008,"$90,000","$90,000",,Seed,http://www.ParentsRpeople.com,1
Fashion Genome Project,https://www.crunchbase.com/organization/fashion-genome-project,"Information Technology, Community and Lifestyle, Design","Winkelman, Arizona, United States","Good luck following trends! Why not just set your own? Fashion Genome won't tell you to buy the latest neon-yellow, python-printed, skinny",,05/01/2010,Closed,1,"Fashion, Information Services, Lifestyle",1,1-10,09/03/2010,,,1,Seed,http://fashion-genome.com,1
ZilloPay,https://www.crunchbase.com/organization/zillopay,"Commerce and Shopping, Real Estate, Payments, Financial Services","Austin, Texas, United States",ZilloPay is an online payments system that enables merchants to accept credit card payments.,,08/01/2007,Closed,,"E-Commerce, Real Estate, Payments",1,1-10,12/01/2007,"$25,000","$25,000",,Seed,http://www.zillopay.net,1
Deluux,https://www.crunchbase.com/organization/deluux,"Platforms, Media and Entertainment, Internet Services","Atlanta, Georgia, United States",Deluux aims to relocate the center of people’s online identities to their personal websites instead of a single social network.,,01/01/2008,Closed,1,"Social Network, Content, Facebook",2,1-10,01/01/2008,,,1,Seed,http://deluux.com,1
Character Booster,https://www.crunchbase.com/organization/character-booster,"Gaming, Media and Entertainment","Manchester, New Hampshire, United States",Character Booster is a new tool for parents which leverages kids' love of video games to inspire good character and real productivity.,,01/01/2011,Closed,1,"Video Games, Online Games, Digital Entertainment",,1-10,06/01/2010,,,1,Seed,http://www.characterbooster.com/,1
Video Passports,https://www.crunchbase.com/organization/videopassports,"Travel and Tourism, Media and Entertainment, Video","Palo Alto, California, United States",Travel destination videos meet itinerary widgets; professionally shot travel videos over 20 years seeds the site; travelers now see where,,08/01/2007,Closed,,"Video, Service Industry, Travel",,,01/01/2007,,,,Seed,http://www.videopassports.com,1
"Sidustar International, Inc.",https://www.crunchbase.com/organization/sidustar-international,"Software, Internet Services, Mobile","Burbank, California, United States","Sidustar [SY-dus-star]: a telecom and IT consulting firm for the SMB/SOHOs. Its focus was L2-L3 [LAN-WAN], DSL/T1s, SaaS/PaaS, telco-mobile.",,07/18/2000,Closed,,"Web Hosting, Software, Small and Medium Businesses, Mobile",1,11-50,01/01/2000,"$650,000","$650,000",,Seed,http://www.sidustar.com,1
Savtira Corporation,https://www.crunchbase.com/organization/savtira-corporation,"Commerce and Shopping, Software, Internet Services","Tampa, Florida, United States","Savtira delivers an enterprise class e-commerce platform for the marketing, selling and distribution of digital content and physical goods.",,01/01/2010,Closed,,"Enterprise Software, E-Commerce, Cloud Computing",,51-100,09/12/2011,,,2,Seed,http://www.savtira.com,2
Nalace Corporation,https://www.crunchbase.com/organization/nalace-corporation,"Commerce and Shopping, Design","Lawrenceville, Georgia, United States","Nalace Corporation was an online shopping store for party supplies, costumes and accessories.",,01/01/2012,Closed,,"Fashion, E-Commerce",,1-10,04/19/2012,"$19,000","$19,000",1,Seed,http://www.nalace.com,1
FounderSync,https://www.crunchbase.com/organization/foundersync,"Media and Entertainment, Internet Services","Cleveland, Ohio, United States",Entrepreneurial Match Making For College Students - Matching potential co-founders by personality and skills. Think LinkedIn meets eHarmony.,,08/10/2011,Closed,,Social Media,1,1-10,10/20/2011,,,1,Seed,http://www.foundersync.com,1
Friend Traveler,https://www.crunchbase.com/organization/friend-traveler,Travel and Tourism,"New York, New York, United States",Friend Traveler is a social network enabling travellers with similar tastes and experiences to connect and plan trips together.,,01/01/2009,Closed,,Travel,2,1-10,01/01/2012,,,,Seed,http://friendtraveler.com,1
2100b Sausalito LLC.,https://www.crunchbase.com/organization/2100b-com-llc,"Media and Entertainment, Sales and Marketing, Internet Services, Advertising","Sausalito, California, United States",Digital Strategy Development,,06/15/2011,Closed,,"Direct Marketing, Advertising, Social Media",1,1-10,01/01/2013,,,1,Seed,http://2100b.com,1
everyArt,https://www.crunchbase.com/organization/everyart,"Commerce and Shopping, Media and Entertainment, Internet Services","Lucerne Valley, California, United States",everyArt enables its customers to connect with professional artists and obtain their services.,,01/01/2011,Closed,1,"Marketplace, Art, Online Portals",,1-10,03/01/2012,,,1,Seed,http://everyart.com,1
Instagarage,https://www.crunchbase.com/organization/instagarage,"Commerce and Shopping, Financial Services","New Orleans, Louisiana, United States",Instagarage.com is an e-commerce platform offering gift cards from multiple retailers and stores.,,05/07/2007,Closed,,Gift Card,1,1-10,05/10/2007,"$25,000","$25,000",,Seed,http://Instagarage.com,1
artandseek,https://www.crunchbase.com/organization/artandseek,"Commerce and Shopping, Media and Entertainment, Content and Publishing, Financial Services","New York, New York, United States",artandseek is an online auction-based platform for artists and people who are interested in investing in art.,,06/27/2007,Closed,,"Photography, Finance, Art, Auctions",,1-10,06/27/2007,"$50,000","$50,000",,Seed,http://www.artandseek.com,1
tu.nr,https://www.crunchbase.com/organization/tu-nr,Software,"Providence, Rhode Island, United States",Tu.nr offers a socially connected jukebox for businesses.,,01/01/2011,Closed,,Software,2,1-10,06/01/2010,"$14,000","$14,000",1,Seed,http://tu.nr,1
Koduco,https://www.crunchbase.com/organization/koduco,Gaming,"San Francisco, California, United States",Koduco provided iPad games for multiplayer collaboration on the same device.,,01/01/2010,Closed,2,"Gaming, Gamification, Collaboration",1,1-10,08/23/2010,,,1,Seed,http://www.Koduco.com,1
Chromance,https://www.crunchbase.com/organization/chromance,"Biotechnology, Science and Engineering, Data and Analytics, Health Care","San Francisco, California, United States",Chromance is a software platform based on genetics extracted from a facial image,,12/01/2013,Closed,1,"Biometrics, Analytics, Genetics",1,1-10,01/06/2014,,,,Seed,http://chromance.info/,1
Advanced Medical Innovations,https://www.crunchbase.com/organization/advanced-medical-innovations,"Biotechnology, Science and Engineering, Health Care","Chatsworth, California, United States",Health Care industry,,01/01/1995,Closed,,"Medical Device, Biotechnology, Health Care",,1-10,01/01/2012,,,1,Seed,http://www.amiwelisten.com/index.php,1
HiBeam Internet & Voice,https://www.crunchbase.com/organization/hibeam-internet-voice,Internet Services,"Chesterfield, Missouri, United States",HiBeam Internet & Voice is positioned to become a leader in providing broadband access to residential customers and small and medium size,,01/01/2007,Closed,,Web Hosting,,1-10,12/04/2009,,,,Seed,http://www.MyHiBeam.com,1
freshbag,https://www.crunchbase.com/organization/freshbag,Health Care,"Cleveland, Ohio, United States",wellness nutrition solutions,,12/01/2010,Closed,1,"Wellness, Health Care, Nutrition",,1-10,12/16/2011,,,1,Seed,http://www.thefreshbag.com,1
